Owner,Name,Stars,IdadeMeses,PRsMes,ReleasesMes,DiasDesdeAtualizacao,LinguagemPrincipal,TotalIssues,ClosedIssues,PercentualIssuesFechadas
Netflix,eureka,12617,158,4.82,0.96,1,Java,667,564,84.56
macrozheng,mall-swarm,12588,70,0.00,0.04,0,Java,119,113,94.96
apache,zookeeper,12588,198,1.18,0.00,0,Java,0,0,0.00
zhihu,Matisse,12570,101,0.66,0.15,0,Java,721,309,42.86
daimajia,AndroidViewAnimations,12472,135,0.16,0.07,3,Java,140,82,58.57
metersphere,metersphere,12431,67,332.21,2.67,0,Java,10475,10386,99.15
daimajia,AndroidSwipeLayout,12405,133,0.17,0.14,0,Java,506,148,29.25
pagehelper,Mybatis-PageHelper,12339,135,0.36,0.11,0,Java,769,708,92.07
redis,jedis,12145,183,8.32,0.62,1,Java,1901,1820,95.74
amitshekhariitbhu,android-interview-questions,12049,98,0.74,0.00,0,Java,35,24,68.57
Yalantis,uCrop,12039,116,0.99,0.17,0,Java,733,451,61.53
plantuml,plantuml,12019,178,3.47,0.32,0,Java,1363,830,60.90
Tencent,matrix,11897,81,2.05,0.20,1,Java,652,284,43.56
Tencent,VasSonic,11869,97,0.72,0.10,4,Java,245,203,82.86
grpc,grpc-java,11835,129,56.81,1.40,0,Java,3730,3286,88.10
trinodb,trino,11818,80,176.54,0.00,0,Java,7428,5128,69.04
Team-xManager,xManager,11805,55,1.58,0.93,0,Java,0,0,0.00
debezium,debezium,11790,116,47.60,0.00,0,Java,0,0,0.00
frank-lam,fullstack-tutorial,11683,89,0.29,0.00,0,Java,39,18,46.15
code4craft,webmagic,11618,149,0.94,0.22,0,Java,946,609,64.38
xpipe-io,xpipe,11529,32,0.53,3.69,0,Java,508,464,91.34
OpenRefine,OpenRefine,11492,155,21.97,0.46,0,Java,3244,2590,79.84
realm,realm-java,11485,161,16.88,0.00,1,Java,4596,4233,92.10
opensearch-project,OpenSearch,11474,56,178.38,1.05,0,Java,6759,4680,69.24
careercup,CtCI-6th-Edition,11459,122,0.34,0.00,0,Java,74,22,29.73
gyf-dev,ImmersionBar,11451,101,0.01,0.00,0,Java,566,435,76.86
newbee-ltd,newbee-mall,11388,72,0.04,0.00,0,Java,79,73,92.41
PaperMC,Paper,11386,116,30.87,0.00,0,Java,7100,6711,94.52
provectus,kafka-ui,11244,70,23.57,0.36,0,Java,1774,1502,84.67
jhy,jsoup,11242,189,2.02,0.11,1,Java,1567,1563,99.74
permissions-dispatcher,PermissionsDispatcher,11235,121,2.15,0.33,7,Java,484,455,94.01
mission-peace,interview,11208,134,0.54,0.00,0,Java,87,26,29.89
apereo,cas,11187,168,28.71,1.79,0,Java,0,0,0.00
H07000223,FlycoTabLayout,11128,118,0.00,0.03,2,Java,536,180,33.58
daniulive,SmarterStreaming,11115,114,0.00,0.00,0,Java,130,123,94.62
lingochamp,FileDownloader,11112,117,0.31,0.56,4,Java,1366,1190,87.12
beemdevelopment,Aegis,11063,109,3.96,0.66,0,Java,1165,1087,93.30
jfeinstein10,SlidingMenu,11050,159,0.22,0.00,4,Java,647,383,59.20
androidannotations,androidannotations,11040,164,3.36,0.00,0,Java,1658,1608,96.98
datahub-project,datahub,10999,118,89.23,0.88,0,Java,2477,2158,87.12
doocs,jvm,10959,87,0.25,0.00,0,Java,16,4,25.00
LawnchairLauncher,lawnchair,10908,102,14.18,0.29,0,Java,3899,3426,87.87
square,javapoet,10870,151,2.44,0.00,2,Java,416,324,77.88
ssssssss-team,spider-flow,10856,66,0.17,0.03,0,Java,44,34,77.27
jwtk,jjwt,10833,132,2.10,0.07,0,Java,598,573,95.82
apple,pkl,10831,20,23.75,0.80,0,Java,343,187,54.52
microg,GmsCore,10804,137,2.89,0.30,0,Java,2360,1258,53.31
alibaba,vlayout,10777,103,0.13,0.33,4,Java,503,313,62.23
aosp-mirror,platform_frameworks_base,10756,203,0.00,0.00,0,Java,0,0,0.00
asLody,VirtualApp,10737,110,1.24,0.00,0,Java,0,0,0.00
TooTallNate,Java-WebSocket,10731,188,1.64,0.10,0,Java,1074,1030,95.90
clojure,clojure,10707,183,0.01,0.00,0,Java,0,0,0.00
android-async-http,android-async-http,10635,175,0.94,0.02,7,Java,1097,977,89.06
jeasonlzy,okhttp-OkGo,10603,116,0.04,0.12,0,Java,977,515,52.71
StarRocks,starrocks,10576,48,931.90,3.17,0,Java,8838,8330,94.25
google,auto,10518,148,3.92,0.45,0,Java,493,422,85.60
lipangit,JiaoZiVideoPlayer,10494,115,0.36,0.68,5,Java,2662,2394,89.93
tbruyelle,RxPermissions,10487,120,0.31,0.09,2,Java,287,196,68.29
Activiti,Activiti,10422,156,11.69,6.41,0,Java,2402,1846,76.85
zfile-dev,zfile,10369,73,0.16,0.92,1,Java,664,617,92.92
resilience4j,resilience4j,10351,123,5.72,0.28,0,Java,1272,1024,80.50
JessYanCoding,MVPArms,10294,109,0.30,0.23,3,Java,329,281,85.41
awsdocs,aws-doc-sdk-examples,10183,109,41.00,0.00,0,Java,2364,2226,94.16
JakeWharton,ViewPagerIndicator,10108,169,0.12,0.00,1,Java,281,146,51.96
signalapp,Signal-Server,10044,141,0.18,0.00,0,Java,0,0,0.00
stanfordnlp,CoreNLP,9965,147,0.82,0.13,0,Java,1131,951,84.08
wasabeef,glide-transformations,9930,128,0.27,0.00,0,Java,156,105,67.31
googlesamples,easypermissions,9917,117,0.77,0.10,4,Java,241,205,85.06
paascloud,paascloud-master,9894,90,0.03,0.00,1,Java,125,42,33.60
uknownothingsnow,JsBridge,9888,127,0.25,0.00,3,Java,238,96,40.34
SonarSource,sonarqube,9844,176,12.43,0.37,0,Java,0,0,0.00
hackware1993,MagicIndicator,9804,111,0.05,0.11,0,Java,287,101,35.19
HarlonWang,AVLoadingIndicatorView,9769,119,0.07,0.01,4,Java,104,38,36.54
OpenFeign,feign,9729,147,10.42,0.27,2,Java,1073,851,79.31
YoKeyword,Fragmentation,9727,115,0.27,0.26,4,Java,1223,1034,84.55
lihengming,spring-boot-api-project-seed,9681,99,0.01,0.04,1,Java,198,105,53.03
xuchengsheng,spring-reading,9678,24,0.04,0.00,0,Java,32,2,6.25
perwendel,spark,9659,172,1.57,0.00,1,Java,755,551,72.98
ksoichiro,Android-ObservableScrollView,9655,130,0.14,0.00,4,Java,264,89,33.71
react-native-camera,react-native-camera,9648,125,6.17,1.15,0,Java,2382,2309,96.94
koral--,android-gif-drawable,9630,152,0.78,0.40,0,Java,688,651,94.62
bilibili,DanmakuFlameMaster,9602,145,0.28,0.03,1,Java,411,155,37.71
spinnaker,spinnaker,9573,134,11.72,0.10,0,Java,5505,5373,97.60
liaohuqiu,android-Ultra-Pull-To-Refresh,9568,130,0.15,0.06,3,Java,296,146,49.32
